               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.013317,           0.0067994,                   0,              0.9901,             0.99566,             0.99313,             0.93696,           0.0088667,           0.0023152,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.013463,           0.0066679,                   0,             0.99027,             0.99566,             0.99312,             0.93716,            0.008867,           0.0023145,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.012664,           0.0064666,                   0,             0.99034,             0.99566,             0.99312,             0.93674,           0.0088638,           0.0023133,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,             0.01336,           0.0066085,                   0,             0.99036,             0.99566,              0.9931,             0.93698,           0.0088698,           0.0023138,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.013425,           0.0067117,                   0,             0.99069,             0.99566,              0.9931,             0.93728,             0.00887,           0.0023128,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.013306,            0.006661,                   0,             0.99058,             0.99544,             0.99308,             0.93673,           0.0088707,            0.002312,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.013679,           0.0067389,                   0,             0.99058,             0.99547,             0.99307,              0.9366,           0.0088732,           0.0023112,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.013485,           0.0067646,                   0,             0.99058,             0.99552,             0.99304,             0.93666,           0.0088682,           0.0023105,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.013209,           0.0066278,                   0,             0.99057,             0.99566,             0.99304,              0.9367,           0.0088705,           0.0023102,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.012689,           0.0065164,                   0,             0.99056,             0.99566,             0.99301,             0.93636,            0.008872,           0.0023099,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01286,           0.0067262,                   0,             0.99055,             0.99566,               0.993,             0.93661,           0.0088744,           0.0023099,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.013603,           0.0065974,                   0,             0.99049,             0.99566,             0.99303,             0.93648,           0.0088768,           0.0023094,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.013065,           0.0064234,                   0,             0.99046,             0.99566,             0.99302,             0.93659,           0.0088784,           0.0023094,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.013406,           0.0066401,                   0,             0.99046,             0.99566,               0.993,             0.93655,           0.0088799,           0.0023096,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.012971,           0.0067279,                   0,             0.99037,             0.99566,             0.99304,             0.93656,           0.0088815,             0.00231,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.012512,            0.006377,                   0,             0.99039,             0.99566,             0.99301,              0.9373,           0.0088739,           0.0023094,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.013509,           0.0068527,                   0,              0.9904,             0.99566,             0.99303,             0.93679,           0.0088716,           0.0023093,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.012956,           0.0066674,                   0,             0.99038,             0.99566,             0.99304,              0.9369,           0.0088651,            0.002308,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.013386,           0.0068029,                   0,             0.99035,             0.99566,             0.99302,             0.93695,           0.0088668,           0.0023081,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.013044,            0.006588,                   0,             0.99037,             0.99566,             0.99301,              0.9374,           0.0088585,           0.0023073,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.013563,           0.0069103,                   0,             0.99037,             0.99566,             0.99301,             0.93702,           0.0088551,           0.0023063,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.012332,           0.0064113,                   0,             0.99038,             0.99566,             0.99302,             0.93719,           0.0088466,           0.0023052,                   0,            0.003268,            0.003268,            0.003268
                 342,             0.01294,           0.0065401,                   0,             0.99033,             0.99566,             0.99304,             0.93744,           0.0088419,           0.0023045,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,             0.01285,           0.0063077,                   0,             0.99033,             0.99566,             0.99304,             0.93762,           0.0088377,           0.0023034,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,            0.013091,           0.0068105,                   0,              0.9903,             0.99566,             0.99305,             0.93746,           0.0088362,           0.0023023,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,            0.013024,           0.0065313,                   0,              0.9903,             0.99566,             0.99304,             0.93772,           0.0088328,           0.0023014,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.012588,           0.0064372,                   0,             0.99029,             0.99566,             0.99303,             0.93776,           0.0088315,           0.0023006,                   0,            0.003169,            0.003169,            0.003169
                 347,             0.01303,           0.0066282,                   0,             0.98983,             0.99526,             0.99302,             0.93782,           0.0088317,           0.0023001,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,            0.013248,           0.0064127,                   0,             0.98964,             0.99526,             0.99303,             0.93782,           0.0088268,           0.0022991,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,            0.012653,           0.0061553,                   0,             0.98957,             0.99526,             0.99305,             0.93793,           0.0088184,           0.0022977,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,            0.013097,           0.0065855,                   0,             0.98943,             0.99526,             0.99303,             0.93784,           0.0088241,           0.0022977,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.012678,           0.0066614,                   0,             0.98941,             0.99549,             0.99304,             0.93797,           0.0088213,           0.0022973,                   0,             0.00307,             0.00307,             0.00307
                 352,            0.012684,            0.006423,                   0,             0.98941,             0.99555,             0.99304,             0.93815,           0.0088186,           0.0022967,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.012726,           0.0066336,                   0,             0.98941,             0.99574,             0.99305,             0.93871,           0.0088181,           0.0022958,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.013245,           0.0067824,                   0,             0.98941,             0.99589,             0.99303,             0.93813,           0.0088143,           0.0022946,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.012454,           0.0063888,                   0,             0.98941,             0.99591,             0.99304,             0.93886,           0.0088107,           0.0022933,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,             0.01289,           0.0065074,                   0,             0.98941,             0.99595,             0.99303,             0.93888,           0.0088052,           0.0022922,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.012814,           0.0063753,                   0,              0.9894,             0.99605,             0.99305,               0.939,           0.0088001,           0.0022912,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,            0.013081,            0.006613,                   0,             0.98935,             0.99605,             0.99304,             0.93902,           0.0087953,           0.0022902,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.012826,           0.0067254,                   0,             0.98935,             0.99605,             0.99303,             0.93894,           0.0088007,           0.0022898,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,            0.012511,           0.0064164,                   0,             0.98936,             0.99605,             0.99306,             0.93906,           0.0088019,           0.0022893,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,            0.012385,           0.0065033,                   0,             0.98943,             0.99487,             0.99304,             0.93908,           0.0087989,            0.002288,                   0,            0.002872,            0.002872,            0.002872
                 362,            0.012424,           0.0065912,                   0,             0.98937,             0.99487,             0.99306,             0.93894,           0.0087968,           0.0022873,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,            0.012391,           0.0063635,                   0,             0.98931,             0.99487,             0.99307,             0.93898,           0.0088014,           0.0022872,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.012537,            0.006332,                   0,             0.98929,             0.99487,             0.99304,             0.93896,              0.0088,           0.0022865,                   0,           0.0028126,           0.0028126,           0.0028126
                 365,            0.012593,           0.0063412,                   0,             0.98927,             0.99487,             0.99305,             0.93904,           0.0087946,           0.0022855,                   0,           0.0027928,           0.0027928,           0.0027928
                 366,            0.012564,           0.0064775,                   0,             0.98929,             0.99605,             0.99304,             0.93905,           0.0087919,           0.0022844,                   0,            0.002773,            0.002773,            0.002773
                 367,            0.012711,           0.0065177,                   0,             0.98941,             0.99511,             0.99306,              0.9391,           0.0087917,           0.0022837,                   0,           0.0027532,           0.0027532,           0.0027532
                 368,            0.012346,           0.0063316,                   0,             0.98941,             0.99517,             0.99305,             0.93918,           0.0087952,           0.0022829,                   0,           0.0027334,           0.0027334,           0.0027334
                 369,            0.012553,           0.0062097,                   0,             0.98941,             0.99534,             0.99303,             0.93927,           0.0087905,           0.0022819,                   0,           0.0027136,           0.0027136,           0.0027136
                 370,            0.012044,           0.0062089,                   0,             0.98941,             0.99548,             0.99303,             0.93897,           0.0087879,           0.0022812,                   0,           0.0026938,           0.0026938,           0.0026938
                 371,             0.01208,           0.0063718,                   0,             0.98939,             0.99566,             0.99305,             0.93916,           0.0087923,           0.0022808,                   0,            0.002674,            0.002674,            0.002674
                 372,            0.012635,           0.0066395,                   0,             0.98928,             0.99566,             0.99303,             0.93918,           0.0087949,           0.0022802,                   0,           0.0026542,           0.0026542,           0.0026542
                 373,            0.012361,           0.0064677,                   0,             0.98917,             0.99566,             0.99304,             0.93905,           0.0087961,           0.0022797,                   0,           0.0026344,           0.0026344,           0.0026344
                 374,            0.012691,           0.0066151,                   0,             0.98912,             0.99566,             0.99301,              0.9391,           0.0087964,           0.0022791,                   0,           0.0026146,           0.0026146,           0.0026146
                 375,            0.012133,           0.0062817,                   0,             0.98909,             0.99566,               0.993,             0.93896,           0.0087983,           0.0022789,                   0,           0.0025948,           0.0025948,           0.0025948
                 376,            0.012888,            0.006466,                   0,             0.98907,             0.99566,               0.993,             0.93906,           0.0087971,           0.0022784,                   0,            0.002575,            0.002575,            0.002575
                 377,            0.012563,           0.0063256,                   0,             0.98907,             0.99566,             0.99299,             0.93919,           0.0087936,           0.0022775,                   0,           0.0025552,           0.0025552,           0.0025552
                 378,              0.0117,           0.0062525,                   0,             0.98907,             0.99566,             0.99298,             0.93934,           0.0087918,           0.0022768,                   0,           0.0025354,           0.0025354,           0.0025354
                 379,            0.012459,           0.0063234,                   0,             0.98905,             0.99566,             0.99298,             0.93945,           0.0087881,           0.0022758,                   0,           0.0025156,           0.0025156,           0.0025156
                 380,            0.012501,           0.0063568,                   0,             0.98907,             0.99566,             0.99299,             0.93944,           0.0087877,           0.0022751,                   0,           0.0024958,           0.0024958,           0.0024958
                 381,            0.011774,           0.0060328,                   0,             0.98905,             0.99566,             0.99296,             0.93928,           0.0087884,           0.0022747,                   0,            0.002476,            0.002476,            0.002476
                 382,            0.012594,           0.0064003,                   0,             0.98908,             0.99566,             0.99296,             0.93948,           0.0087869,           0.0022737,                   0,           0.0024562,           0.0024562,           0.0024562
                 383,            0.012283,            0.005932,                   0,             0.98908,             0.99566,             0.99298,             0.93944,           0.0087878,            0.002273,                   0,           0.0024364,           0.0024364,           0.0024364
                 384,            0.012017,           0.0063295,                   0,             0.98908,             0.99566,             0.99298,             0.93957,           0.0087906,           0.0022726,                   0,           0.0024166,           0.0024166,           0.0024166
                 385,            0.012175,           0.0062612,                   0,              0.9891,             0.99566,             0.99297,             0.93964,           0.0087937,            0.002272,                   0,           0.0023968,           0.0023968,           0.0023968
                 386,            0.011844,           0.0060875,                   0,             0.98908,             0.99566,             0.99297,             0.93957,              0.0088,           0.0022714,                   0,            0.002377,            0.002377,            0.002377
                 387,            0.012507,           0.0065934,                   0,              0.9891,             0.99566,             0.99298,              0.9399,           0.0088055,            0.002271,                   0,           0.0023572,           0.0023572,           0.0023572
                 388,            0.011634,           0.0061491,                   0,              0.9891,             0.99566,             0.99298,             0.93976,           0.0088082,           0.0022704,                   0,           0.0023374,           0.0023374,           0.0023374
                 389,            0.012169,           0.0063107,                   0,             0.98912,             0.99566,               0.993,             0.93985,           0.0088051,           0.0022692,                   0,           0.0023176,           0.0023176,           0.0023176
                 390,            0.011764,           0.0061396,                   0,             0.98913,             0.99566,             0.99298,              0.9398,            0.008806,           0.0022691,                   0,           0.0022978,           0.0022978,           0.0022978
                 391,            0.012057,           0.0062352,                   0,             0.98913,             0.99566,             0.99296,             0.93971,           0.0088092,           0.0022687,                   0,            0.002278,            0.002278,            0.002278
                 392,            0.012087,            0.006205,                   0,             0.98917,             0.99566,             0.99297,             0.93977,           0.0088063,           0.0022679,                   0,           0.0022582,           0.0022582,           0.0022582
                 393,            0.011663,           0.0059538,                   0,             0.98919,             0.99566,               0.993,             0.93969,           0.0088063,           0.0022669,                   0,           0.0022384,           0.0022384,           0.0022384
                 394,            0.012144,           0.0061738,                   0,             0.98919,             0.99566,             0.99302,             0.93977,           0.0088014,           0.0022661,                   0,           0.0022186,           0.0022186,           0.0022186
                 395,            0.011519,           0.0059735,                   0,              0.9892,             0.99566,               0.993,             0.93968,           0.0088013,           0.0022655,                   0,           0.0021988,           0.0021988,           0.0021988
                 396,            0.011824,           0.0062217,                   0,             0.98922,             0.99566,             0.99301,             0.93916,           0.0088019,           0.0022645,                   0,            0.002179,            0.002179,            0.002179
                 397,            0.012102,           0.0061895,                   0,             0.98923,             0.99566,             0.99299,             0.93904,           0.0087991,           0.0022636,                   0,           0.0021592,           0.0021592,           0.0021592
                 398,            0.011893,           0.0060744,                   0,             0.98924,             0.99566,             0.99296,             0.93946,           0.0088049,           0.0022634,                   0,           0.0021394,           0.0021394,           0.0021394
                 399,            0.011211,           0.0059467,                   0,             0.98923,             0.99566,             0.99298,             0.93907,           0.0088091,           0.0022632,                   0,           0.0021196,           0.0021196,           0.0021196
                 400,            0.012032,           0.0061296,                   0,             0.98923,             0.99566,             0.99298,             0.93908,           0.0088109,           0.0022626,                   0,           0.0020998,           0.0020998,           0.0020998
                 401,            0.011784,           0.0060193,                   0,             0.98924,             0.99566,             0.99298,             0.93903,           0.0088171,           0.0022621,                   0,             0.00208,             0.00208,             0.00208
                 402,            0.011868,           0.0060003,                   0,             0.98924,             0.99566,             0.99297,             0.93934,           0.0088238,           0.0022618,                   0,           0.0020602,           0.0020602,           0.0020602
                 403,            0.011463,           0.0061234,                   0,             0.98922,             0.99566,             0.99299,             0.93913,           0.0088267,           0.0022614,                   0,           0.0020404,           0.0020404,           0.0020404
                 404,            0.011243,           0.0058542,                   0,             0.98924,             0.99566,             0.99297,             0.93924,           0.0088218,           0.0022603,                   0,           0.0020206,           0.0020206,           0.0020206
                 405,            0.011737,           0.0061411,                   0,             0.98917,             0.99566,             0.99299,             0.93928,           0.0088265,           0.0022602,                   0,           0.0020008,           0.0020008,           0.0020008
                 406,            0.011532,           0.0060012,                   0,             0.98918,             0.99566,             0.99296,              0.9394,           0.0088246,           0.0022593,                   0,            0.001981,            0.001981,            0.001981
                 407,            0.011962,           0.0058416,                   0,             0.98918,             0.99566,             0.99295,             0.93961,           0.0088234,           0.0022583,                   0,           0.0019612,           0.0019612,           0.0019612
                 408,            0.011884,           0.0060354,                   0,             0.98918,             0.99566,             0.99296,             0.93931,           0.0088305,           0.0022583,                   0,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011424,           0.0061188,                   0,             0.98919,             0.99566,             0.99296,             0.93992,           0.0088294,           0.0022573,                   0,           0.0019216,           0.0019216,           0.0019216
                 410,            0.011478,           0.0059417,                   0,             0.98918,             0.99566,             0.99298,             0.93911,           0.0088298,           0.0022572,                   0,           0.0019018,           0.0019018,           0.0019018
                 411,            0.011365,           0.0058888,                   0,              0.9892,             0.99566,             0.99295,             0.93917,           0.0088261,           0.0022568,                   0,            0.001882,            0.001882,            0.001882
                 412,            0.011058,            0.005838,                   0,             0.98918,             0.99566,             0.99296,             0.93915,           0.0088277,           0.0022562,                   0,           0.0018622,           0.0018622,           0.0018622
                 413,            0.010969,           0.0056499,                   0,             0.98918,             0.99566,             0.99294,             0.93915,           0.0088352,            0.002256,                   0,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011554,           0.0058468,                   0,             0.98918,             0.99566,             0.99296,             0.93906,           0.0088378,           0.0022553,                   0,           0.0018226,           0.0018226,           0.0018226
                 415,            0.011213,           0.0059808,                   0,             0.98939,             0.99605,             0.99297,              0.9391,            0.008832,           0.0022542,                   0,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01157,           0.0060279,                   0,             0.98939,             0.99605,             0.99297,              0.9396,           0.0088297,           0.0022535,                   0,            0.001783,            0.001783,            0.001783
                 417,            0.011377,           0.0057946,                   0,             0.98915,             0.99566,             0.99295,             0.93968,           0.0088393,            0.002253,                   0,           0.0017632,           0.0017632,           0.0017632
                 418,            0.011411,           0.0058664,                   0,             0.98913,             0.99566,             0.99295,              0.9393,           0.0088429,           0.0022523,                   0,           0.0017434,           0.0017434,           0.0017434
                 419,             0.01137,            0.005941,                   0,             0.98943,             0.99605,             0.99295,             0.93953,            0.008844,           0.0022514,                   0,           0.0017236,           0.0017236,           0.0017236
                 420,            0.011121,           0.0056548,                   0,              0.9894,             0.99605,             0.99296,             0.93975,           0.0088461,            0.002251,                   0,           0.0017038,           0.0017038,           0.0017038
                 421,              0.0117,           0.0057572,                   0,             0.98937,             0.99605,             0.99295,             0.93958,           0.0088546,           0.0022505,                   0,            0.001684,            0.001684,            0.001684
                 422,            0.010945,           0.0059151,                   0,             0.98911,             0.99566,             0.99298,             0.93955,           0.0088596,           0.0022498,                   0,           0.0016642,           0.0016642,           0.0016642
                 423,            0.011217,           0.0058938,                   0,             0.98939,             0.99605,             0.99295,             0.93978,            0.008859,           0.0022485,                   0,           0.0016444,           0.0016444,           0.0016444
                 424,            0.010957,           0.0057434,                   0,             0.98915,             0.99566,             0.99295,             0.93994,           0.0088683,           0.0022479,                   0,           0.0016246,           0.0016246,           0.0016246
                 425,            0.011692,           0.0061119,                   0,             0.98911,             0.99566,             0.99294,             0.93954,           0.0088769,           0.0022475,                   0,           0.0016048,           0.0016048,           0.0016048
                 426,            0.011158,           0.0060437,                   0,             0.98913,             0.99566,             0.99294,             0.93997,           0.0088787,           0.0022468,                   0,            0.001585,            0.001585,            0.001585
                 427,            0.011133,           0.0058858,                   0,             0.98914,             0.99566,             0.99294,             0.93998,           0.0088847,           0.0022464,                   0,           0.0015652,           0.0015652,           0.0015652
                 428,            0.011321,           0.0057029,                   0,             0.98914,             0.99566,             0.99294,             0.93952,           0.0088928,           0.0022461,                   0,           0.0015454,           0.0015454,           0.0015454
                 429,             0.01084,           0.0056364,                   0,             0.98911,             0.99566,             0.99293,             0.93935,           0.0088993,           0.0022451,                   0,           0.0015256,           0.0015256,           0.0015256
                 430,            0.010818,           0.0057322,                   0,             0.98914,             0.99566,             0.99291,             0.93939,           0.0089082,           0.0022451,                   0,           0.0015058,           0.0015058,           0.0015058
                 431,            0.010821,           0.0057719,                   0,             0.98914,             0.99566,             0.99289,              0.9394,           0.0089158,            0.002245,                   0,            0.001486,            0.001486,            0.001486
                 432,            0.011059,           0.0058908,                   0,             0.98915,             0.99566,             0.99292,             0.93943,           0.0089293,           0.0022444,                   0,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010687,           0.0056477,                   0,             0.98918,             0.99566,             0.99292,             0.93953,           0.0089353,           0.0022437,                   0,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011006,           0.0058741,                   0,             0.98923,             0.99566,             0.99292,             0.94001,           0.0089377,           0.0022428,                   0,           0.0014266,           0.0014266,           0.0014266
                 435,            0.011223,           0.0058282,                   0,             0.98906,             0.99566,             0.99291,             0.94017,           0.0089421,            0.002242,                   0,           0.0014068,           0.0014068,           0.0014068
                 436,             0.01091,           0.0056015,                   0,             0.98906,             0.99566,             0.99289,                0.94,           0.0089532,           0.0022417,                   0,            0.001387,            0.001387,            0.001387
                 437,            0.011029,            0.005871,                   0,             0.98858,             0.99566,             0.99289,             0.93993,           0.0089586,           0.0022412,                   0,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010608,           0.0056017,                   0,             0.98859,             0.99566,             0.99289,             0.93995,           0.0089678,            0.002241,                   0,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010398,           0.0054457,                   0,             0.98859,             0.99566,             0.99291,             0.94006,           0.0089784,           0.0022406,                   0,           0.0013276,           0.0013276,           0.0013276
                 440,            0.010386,           0.0055096,                   0,             0.98863,             0.99547,             0.99289,             0.94003,           0.0089825,           0.0022397,                   0,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011242,           0.0059525,                   0,             0.98819,             0.99487,             0.99291,             0.93982,           0.0089958,           0.0022395,                   0,            0.001288,            0.001288,            0.001288
                 442,            0.011059,           0.0057515,                   0,             0.98854,             0.99526,             0.99288,             0.93941,           0.0090027,           0.0022392,                   0,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010208,           0.0053676,                   0,             0.98852,             0.99526,              0.9929,             0.93922,           0.0090109,            0.002239,                   0,           0.0012484,           0.0012484,           0.0012484
                 444,            0.011112,            0.005769,                   0,             0.98852,             0.99526,             0.99289,              0.9392,           0.0090152,           0.0022386,                   0,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010174,           0.0053973,                   0,             0.98789,             0.99487,             0.99288,             0.93906,           0.0090224,           0.0022382,                   0,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010932,           0.0057408,                   0,             0.98797,             0.99487,             0.99291,             0.93928,           0.0090284,           0.0022377,                   0,            0.001189,            0.001189,            0.001189
                 447,            0.010252,           0.0054723,                   0,             0.98802,             0.99487,              0.9929,             0.93961,           0.0090373,           0.0022371,                   0,           0.0011692,           0.0011692,           0.0011692
                 448,            0.010497,           0.0054953,                   0,              0.9881,             0.99487,             0.99289,             0.93959,           0.0090413,            0.002236,                   0,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010265,           0.0054998,                   0,             0.98822,             0.99487,             0.99289,             0.93901,           0.0090409,           0.0022351,                   0,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010787,           0.0057023,                   0,             0.98811,             0.99487,              0.9929,             0.93898,            0.009047,           0.0022347,                   0,           0.0011098,           0.0011098,           0.0011098
                 451,            0.010717,           0.0056784,                   0,             0.98821,             0.99487,              0.9929,             0.93971,           0.0090461,           0.0022335,                   0,             0.00109,             0.00109,             0.00109
                 452,            0.010338,           0.0054817,                   0,             0.98825,             0.99487,              0.9929,             0.93904,           0.0090486,            0.002233,                   0,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010608,           0.0056065,                   0,             0.98828,             0.99487,             0.99291,               0.939,           0.0090525,           0.0022324,                   0,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010298,           0.0054473,                   0,             0.98829,             0.99487,             0.99291,             0.93947,           0.0090528,           0.0022316,                   0,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010369,            0.005714,                   0,             0.98829,             0.99487,             0.99293,             0.93939,           0.0090608,           0.0022308,                   0,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010415,           0.0055041,                   0,             0.98791,             0.99448,             0.99291,             0.93958,           0.0090654,             0.00223,                   0,            0.000991,            0.000991,            0.000991
                 457,            0.010049,            0.005427,                   0,              0.9879,             0.99448,             0.99293,             0.93966,           0.0090715,           0.0022293,                   0,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0099868,           0.0054677,                   0,             0.98791,             0.99448,             0.99293,             0.93957,           0.0090751,           0.0022284,                   0,           0.0009514,           0.0009514,           0.0009514
                 459,           0.0099954,           0.0055145,                   0,             0.98795,             0.99448,             0.99292,             0.93962,           0.0090869,            0.002228,                   0,           0.0009316,           0.0009316,           0.0009316
                 460,            0.010011,           0.0054019,                   0,             0.98796,             0.99448,             0.99292,             0.93978,           0.0090911,           0.0022272,                   0,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0098253,           0.0054746,                   0,             0.98796,             0.99448,              0.9929,             0.93973,            0.009095,           0.0022267,                   0,            0.000892,            0.000892,            0.000892
                 462,            0.010363,           0.0055523,                   0,             0.98824,              0.9947,             0.99292,             0.93962,           0.0091064,           0.0022266,                   0,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0099152,           0.0051836,                   0,             0.98824,             0.99474,              0.9929,             0.93916,           0.0091067,           0.0022256,                   0,           0.0008524,           0.0008524,           0.0008524
                 464,            0.010073,           0.0053875,                   0,             0.98824,             0.99478,             0.99292,             0.93933,           0.0091112,           0.0022255,                   0,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010138,           0.0055214,                   0,             0.98824,             0.99482,             0.99291,             0.93921,           0.0091189,            0.002225,                   0,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0098616,           0.0053609,                   0,             0.98824,             0.99477,             0.99291,             0.93921,           0.0091212,           0.0022246,                   0,            0.000793,            0.000793,            0.000793
                 467,            0.010042,           0.0052925,                   0,             0.98824,             0.99479,             0.99291,              0.9396,           0.0091276,           0.0022241,                   0,           0.0007732,           0.0007732,           0.0007732
                 468,            0.010044,           0.0053594,                   0,             0.98888,             0.99487,              0.9929,             0.93913,           0.0091369,           0.0022241,                   0,           0.0007534,           0.0007534,           0.0007534
                 469,            0.010009,           0.0054944,                   0,             0.98892,             0.99487,              0.9929,             0.93911,           0.0091411,           0.0022234,                   0,           0.0007336,           0.0007336,           0.0007336
                 470,            0.010124,           0.0053025,                   0,             0.98905,             0.99487,             0.99291,             0.93911,           0.0091476,           0.0022231,                   0,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0098608,            0.005465,                   0,             0.98919,             0.99487,             0.99287,              0.9388,           0.0091527,           0.0022222,                   0,            0.000694,            0.000694,            0.000694
                 472,           0.0097484,           0.0052894,                   0,             0.98919,             0.99487,             0.99289,             0.93883,           0.0091612,           0.0022218,                   0,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0095239,           0.0051822,                   0,             0.98921,             0.99487,             0.99289,             0.93897,           0.0091643,           0.0022214,                   0,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0094474,           0.0052106,                   0,             0.98913,             0.99487,             0.99291,             0.93904,           0.0091693,            0.002221,                   0,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0096656,           0.0053354,                   0,             0.98904,             0.99487,              0.9929,               0.939,           0.0091757,           0.0022206,                   0,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0093574,           0.0054014,                   0,             0.98894,             0.99487,             0.99292,             0.93913,           0.0091838,           0.0022201,                   0,            0.000595,            0.000595,            0.000595
                 477,           0.0093918,           0.0051244,                   0,             0.98892,             0.99487,             0.99292,             0.93877,           0.0091886,           0.0022196,                   0,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0097218,           0.0052283,                   0,             0.98892,             0.99487,             0.99292,             0.93893,           0.0091918,           0.0022191,                   0,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0096926,           0.0052283,                   0,             0.98852,             0.99448,              0.9929,             0.93898,           0.0091984,           0.0022189,                   0,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0095171,           0.0051342,                   0,             0.98851,             0.99448,             0.99291,              0.9388,           0.0092026,           0.0022182,                   0,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0093316,           0.0050513,                   0,             0.98851,             0.99448,             0.99293,             0.93901,           0.0092051,           0.0022177,                   0,            0.000496,            0.000496,            0.000496
                 482,           0.0097645,           0.0052862,                   0,             0.98853,             0.99448,             0.99291,             0.93886,           0.0092077,            0.002217,                   0,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0093315,           0.0049965,                   0,             0.98856,             0.99448,             0.99293,             0.93981,           0.0092109,           0.0022162,                   0,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0094219,           0.0050397,                   0,             0.98852,             0.99448,             0.99289,              0.9393,           0.0092076,            0.002215,                   0,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0095219,           0.0051509,                   0,             0.98854,             0.99448,             0.99291,              0.9395,           0.0092094,           0.0022143,                   0,           0.0004168,           0.0004168,           0.0004168
